MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0335697	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
MGV-GENOME-0364295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	GUT_GENOME143505
